ID,name,longitude,latitude,address,region,country,destination_id
11163,"Amphoren (E3), Cirkewwa, Malta",14.3274,35.988,"Cirkewwa depot, Mellieha, Malta",,Malta,151
11165,Tunnels - Fauconnière,5.6841,43.1547,,,France,2419
11166,Union Ship Canal,-78.8531,42.8344,"125 Laborers Way, Buffalo, NY 14203, USA",New York,United States,1444
11170,L’Arche,5.6918,43.1506,,,France,2419
11172,Takht-e Jamshid تخت جمشید,56.2614,26.9259,"Qeshm, Hormozgan Province, Iran",Hormozgan Province,Iran,1663
11173,Île des Eyglaudes,5.2976,43.2829,2 Avenue d&#039;Odessa,,Francia,55
11175,Nemo’s Garden,8.418,44.2007,"Via Aurelia, 41-44, 17026 Noli SV, Italy",Liguria,Italy,2150
11177,Zilvermeer,5.1716,51.2249,"Zilvermeerlaan 15, 2400 Mol, Belgium",Vlaanderen,Belgium,4341
11184,Passe de Tiputa,-147.6278,-14.9708,"Unnamed Road, Rangiroa, French Polynesia",The Tuamotu and Gambier Islands,French Polynesia,605
11187,Roma,123.8919,-5.7246,Tomia,,Indonesia,1863
11188,Pockets,123.8916,-5.7921,Tomia,,Indonesia,2597
11189,Fan 38,123.8784,-5.7792,Indonesia,,Indonesia,2597
11190,Starship,123.9078,-5.7128,Indonesia,,Indonesia,1863
11192,Table Coral City,123.8907,-5.7529,"Unnamed Road, Tomia, Kabupaten Wakatobi, Sulawesi Tenggara 93793, Indonesia",Sulawesi Tenggara,Indonesia,2597
11196,Larak Light House فانوس دریایی لارک,56.3488,26.888,"Hormozgan Province, Unnamed Road, Iran",Hormozgan Province,Iran,2618
11197,Hammerhead Reef,-80.1044,26.1082,"1136 Holiday Dr, Fort Lauderdale, FL 33316, USA",Florida,United States,1342
11202,Alma Bay,-85.6052,30.114,"117 Blackshear Dr, Panama City, FL 32404, USA",Florida,United States,4346
11203,Tallebudgera Creek,153.456,-28.0981,"2 Beelyu St, Burleigh Heads QLD 4220, Australia",Queensland,Australia,287
11204,Seebad,15.0439,47.8533,"Seestraße 28, 3293 Lunz am See, Austria",Niederösterreich,Austria,4347
11206,Pearl Lake,-89.0255,42.4785,,,,4348
11207,University - האוניברסיטה,34.9181,29.5016,"90 5, Eilat, Israel",South District,Israel,146
11208,Galderse Meren Noord,4.7533,51.5227,"Rijsbergsebaan 20, 4855 AS Galder, Netherlands",Noord-Brabant,Netherlands,496
11209,Larak Super Tanker Ship Wreck سوپر تانکر مغروق لارک,56.3041,26.8642,Iran larak,Hormozgan Province,Iran,2618
11210,"Heinkel He 111, Wreck",1.3443,41.1231,"Unnamed Road, 43080 Tarragona, Spain",Catalunya,Spain,4085
11212,Larak Island Warship Wreck ناوچه به گل نشسته لارک,56.325,26.8696,"Hormozgan Province, Unnamed Road, Iran",Hormozgan Province,Iran,2618
11214,Le Macine,17.2639,40.978,"Viale Aldo Moro, 5, 70043 Monopoli BA, Italy",Puglia,Italy,920
11215,Aguadilla,-67.1576,18.4216,"PR-442, Aguadilla Pueblo, Aguadilla 00603, Puerto Rico",Aguadilla,Puerto Rico,1589
11217,Polderveld plas,5.896,51.1704,"Pol 18, 6019 RC Wessem, Netherlands",Limburg,Netherlands,4350
11219,Le Terrazze,17.2514,40.9845,"Contrada Pozzo Vivo, Polignano a Mare, Puglia, 70044 BA, Italy",,Italy,2903
11220,Cala Incina Parete sinistra,17.2595,40.9798,"Cala Incina, Contrada Corvino, Polignano a mare BA, Italy",Puglia,Italy,2903
11222,Guláška / Hlboké jazero,17.4324,48.2154,"Slnečné jazerá 2763, 903 01 Senec, Slovakia",Bratislavský kraj,Slovakia,3370
11224,Isola Argentarola,11.0931,42.4351,"Via Panoramica, 58019 Monte Argentario GR, Italy",Toscana,Italy,746
11225,Puntilla,-70.5204,19.7605,"La Puntilla 2, Sosúa 57000, Dominican Republic",,Dominican Republic,1965
